Movie_Name,City,Theatre_Name,Ticket_Price,No_of_Tickets_Sold,Total_Revenue,Booking_Date,Release_Date
Stree 2,Jaipur,PVR,287,174,49938,2024-10-25,2024-11-15
Dunki,Hyderabad,Miraj Cinemas,236,142,33512,2025-01-13,2025-01-20
The Crew,Indore,Cinepolis,473,30,14190,2025-01-16,2025-01-27
Animal,Ahmedabad,Carnival Cinemas,382,39,14898,2024-11-15,2024-11-24
Salaar,Jaipur,INOX,259,152,39368,2024-10-16,2024-11-07
Fighter,Pune,Miraj Cinemas,256,56,14336,2025-02-03,2025-02-24
The Crew,Bhopal,Miraj Cinemas,548,58,31784,2024-10-20,2024-11-01
Yodha,Lucknow,Wave Cinemas,438,130,56940,2024-12-03,2024-12-28
Sam Bahadur,Indore,Miraj Cinemas,534,153,81702,2025-01-24,2025-02-13
Guntur Kaaram,Hyderabad,Wave Cinemas,520,184,95680,2025-01-12,2025-01-24
Jigra,Mumbai,Cinepolis,347,157,54479,2024-10-29,2024-11-15
Yodha,Kolkata,Carnival Cinemas,596,34,20264,2025-02-03,2025-02-24
Guntur Kaaram,Bhopal,Wave Cinemas,599,59,35341,2024-12-24,2025-01-17
Pushpa 2,Kolkata,Cinepolis,276,17,4692,2024-12-19,2025-01-15
Bade Miyan Chote Miyan,Delhi,PVR,510,171,87210,2024-11-17,2024-11-29
Fighter,Indore,Cinepolis,191,50,9550,2025-02-03,2025-02-21
Pushpa 2,Hyderabad,Carnival Cinemas,289,44,12716,2025-01-17,2025-01-27
Bade Miyan Chote Miyan,Chennai,PVR,224,181,40544,2025-01-02,2025-01-29
Sam Bahadur,Mumbai,Carnival Cinemas,586,135,79110,2024-11-13,2024-11-25
Guntur Kaaram,Chandigarh,Wave Cinemas,582,106,61692,2024-12-05,2024-12-17
Singham Again,Delhi,Cinepolis,400,107,42800,2025-02-03,2025-02-21
Emergency,Hyderabad,Cinepolis,241,82,19762,2024-12-06,2024-12-30
Jigra,Chandigarh,Carnival Cinemas,236,121,28556,2024-11-18,2024-11-28
Dunki,Ahmedabad,Carnival Cinemas,477,103,49131,2025-01-21,2025-01-30
The Diplomat,Kolkata,Cinepolis,340,168,57120,2024-11-27,2024-12-17
Yodha,Lucknow,Carnival Cinemas,206,111,22866,2025-01-13,2025-01-30
War 2,Indore,Miraj Cinemas,490,169,82810,2024-12-16,2024-12-25
Yodha,Chandigarh,PVR,477,58,27666,2024-12-28,2025-01-05
Guntur Kaaram,Delhi,Cinepolis,365,90,32850,2025-01-02,2025-01-31
Pushpa 2,Bangalore,Carnival Cinemas,477,154,73458,2024-12-13,2024-12-31
Bade Miyan Chote Miyan,Bhopal,Cinepolis,521,198,103158,2024-11-20,2024-12-20
The Diplomat,Bhopal,Cinepolis,290,190,55100,2024-12-29,2025-01-05
Chandu Champion,Indore,INOX,539,106,57134,2025-02-03,2025-02-13
Bade Miyan Chote Miyan,Kolkata,PVR,248,25,6200,2024-11-11,2024-11-18
Animal,Ahmedabad,Cinepolis,374,190,71060,2024-11-01,2024-11-13
Stree 2,Chennai,Miraj Cinemas,329,51,16779,2025-01-06,2025-01-26
Bhool Bhulaiyaa 3,Bangalore,Carnival Cinemas,221,46,10166,2024-10-19,2024-11-18
Bade Miyan Chote Miyan,Jaipur,Wave Cinemas,216,153,33048,2024-12-08,2024-12-27
Emergency,Ahmedabad,Miraj Cinemas,537,90,48330,2025-02-07,2025-02-22
Bhool Bhulaiyaa 3,Bhopal,INOX,536,90,48240,2024-12-01,2024-12-28
Bade Miyan Chote Miyan,Pune,PVR,515,140,72100,2024-12-05,2024-12-24
Merry Christmas,Lucknow,PVR,254,122,30988,2025-01-29,2025-02-23
Dunki,Pune,Wave Cinemas,318,94,29892,2024-10-31,2024-11-28
Mr. and Mrs. Mahi,Kolkata,Carnival Cinemas,340,57,19380,2025-01-26,2025-02-12
Sam Bahadur,Chennai,Miraj Cinemas,580,189,109620,2024-12-02,2024-12-10
Bhool Bhulaiyaa 3,Jaipur,PVR,351,114,40014,2024-11-19,2024-12-04
Metro In Dino,Lucknow,INOX,346,71,24566,2024-10-19,2024-11-14
Tiger 3,Chennai,Wave Cinemas,287,197,56539,2024-12-29,2025-01-27
Stree 2,Kolkata,PVR,334,105,35070,2025-01-25,2025-02-16
Merry Christmas,Lucknow,INOX,492,120,59040,2024-12-25,2025-01-08
Singham Again,Pune,PVR,526,76,39976,2024-12-29,2025-01-08
Singham Again,Delhi,Wave Cinemas,412,182,74984,2025-01-01,2025-01-19
Pushpa 2,Jaipur,Cinepolis,276,200,55200,2024-11-05,2024-11-25
Metro In Dino,Ahmedabad,PVR,481,91,43771,2025-01-29,2025-02-27
Sam Bahadur,Pune,PVR,453,26,11778,2025-01-29,2025-02-13
The Crew,Bangalore,Carnival Cinemas,338,178,60164,2024-12-15,2025-01-11
Emergency,Delhi,PVR,410,12,4920,2024-11-21,2024-11-30
Dunki,Chennai,Carnival Cinemas,261,12,3132,2024-12-17,2024-12-26
Pushpa 2,Indore,Miraj Cinemas,247,18,4446,2024-10-16,2024-11-10
Emergency,Chennai,Cinepolis,240,169,40560,2025-01-27,2025-02-20
Animal,Bangalore,Wave Cinemas,515,126,64890,2025-01-02,2025-01-11
Pushpa 2,Delhi,Wave Cinemas,411,177,72747,2025-01-09,2025-01-27
Tiger 3,Bhopal,PVR,415,169,70135,2024-11-12,2024-12-03
Guntur Kaaram,Lucknow,PVR,348,85,29580,2024-12-31,2025-01-15
The Crew,Indore,PVR,440,17,7480,2024-11-01,2024-11-23
Pushpa 2,Hyderabad,PVR,405,107,43335,2024-11-16,2024-12-15
Stree 2,Kolkata,INOX,406,130,52780,2024-10-26,2024-11-02
Metro In Dino,Mumbai,INOX,236,190,44840,2025-01-25,2025-02-14
Dunki,Pune,Miraj Cinemas,193,51,9843,2024-10-24,2024-11-16
Mr. and Mrs. Mahi,Ahmedabad,Carnival Cinemas,545,78,42510,2024-11-28,2024-12-24
Yodha,Chandigarh,Wave Cinemas,576,73,42048,2024-10-24,2024-11-17
Animal,Bhopal,INOX,496,112,55552,2024-10-20,2024-11-02
The Crew,Ahmedabad,PVR,281,146,41026,2024-12-12,2024-12-26
Animal,Bangalore,Cinepolis,235,25,5875,2024-12-30,2025-01-23
Sam Bahadur,Indore,INOX,579,135,78165,2024-11-23,2024-12-22
Bhool Bhulaiyaa 3,Jaipur,Cinepolis,204,113,23052,2024-11-14,2024-11-21
Singham Again,Bangalore,INOX,524,118,61832,2024-11-12,2024-12-07
Metro In Dino,Kolkata,Carnival Cinemas,567,177,100359,2025-02-08,2025-02-27
Jigra,Lucknow,Miraj Cinemas,577,42,24234,2025-02-02,2025-02-27
Salaar,Delhi,PVR,283,86,24338,2024-12-05,2025-01-03
Jigra,Hyderabad,Miraj Cinemas,280,165,46200,2024-11-08,2024-12-05
Bade Miyan Chote Miyan,Ahmedabad,Carnival Cinemas,246,183,45018,2025-01-26,2025-02-09
Yodha,Jaipur,Wave Cinemas,189,56,10584,2025-02-10,2025-02-27
Tiger 3,Delhi,PVR,557,73,40661,2024-10-26,2024-11-13
Tiger 3,Delhi,Carnival Cinemas,182,156,28392,2025-01-27,2025-02-26
War 2,Pune,Miraj Cinemas,302,191,57682,2024-12-15,2024-12-25
Pushpa 2,Mumbai,Wave Cinemas,525,32,16800,2025-01-29,2025-02-14
Bade Miyan Chote Miyan,Hyderabad,Carnival Cinemas,344,88,30272,2025-01-17,2025-02-03
Bhool Bhulaiyaa 3,Chandigarh,PVR,524,55,28820,2024-11-25,2024-12-12
Jigra,Jaipur,INOX,533,36,19188,2024-10-24,2024-11-17
Singham Again,Bangalore,PVR,352,124,43648,2024-11-06,2024-12-05
Bade Miyan Chote Miyan,Lucknow,Carnival Cinemas,261,147,38367,2025-01-04,2025-01-20
Emergency,Bhopal,Wave Cinemas,518,135,69930,2024-11-02,2024-11-09
Singham Again,Bhopal,INOX,347,93,32271,2024-11-10,2024-11-20
Chandu Champion,Chandigarh,Miraj Cinemas,342,81,27702,2024-12-21,2025-01-04
Fighter,Lucknow,Miraj Cinemas,587,86,50482,2024-10-12,2024-11-02
Bade Miyan Chote Miyan,Bhopal,Wave Cinemas,408,144,58752,2024-10-21,2024-11-16
Pushpa 2,Indore,Cinepolis,592,100,59200,2024-11-24,2024-12-04
Bade Miyan Chote Miyan,Bhopal,Carnival Cinemas,484,34,16456,2024-12-30,2025-01-23
Mr. and Mrs. Mahi,Lucknow,INOX,274,103,28222,2025-01-08,2025-01-25
Emergency,Bangalore,Wave Cinemas,223,117,26091,2024-11-06,2024-11-13
Mr. and Mrs. Mahi,Bhopal,Cinepolis,347,55,19085,2025-01-16,2025-02-04
Mr. and Mrs. Mahi,Jaipur,Cinepolis,261,187,48807,2025-02-03,2025-02-21
Dunki,Mumbai,Miraj Cinemas,461,144,66384,2024-10-21,2024-11-12
Metro In Dino,Chennai,Miraj Cinemas,410,21,8610,2024-11-11,2024-12-11
Sam Bahadur,Indore,PVR,474,121,57354,2024-11-02,2024-11-30
Salaar,Chandigarh,PVR,558,190,106020,2025-02-05,2025-02-21
Emergency,Lucknow,Wave Cinemas,403,34,13702,2025-01-26,2025-02-04
Bade Miyan Chote Miyan,Chandigarh,PVR,205,200,41000,2024-12-29,2025-01-22
Singham Again,Chennai,Cinepolis,329,172,56588,2024-12-01,2024-12-26
The Crew,Chennai,Miraj Cinemas,505,169,85345,2024-10-17,2024-11-13
Fighter,Kolkata,PVR,462,85,39270,2024-11-23,2024-12-19
Emergency,Hyderabad,Cinepolis,384,134,51456,2025-01-21,2025-02-05
Sam Bahadur,Mumbai,Miraj Cinemas,402,70,28140,2025-01-10,2025-02-02
Guntur Kaaram,Ahmedabad,Miraj Cinemas,525,106,55650,2024-10-30,2024-11-10
Guntur Kaaram,Ahmedabad,Carnival Cinemas,554,133,73682,2024-12-25,2025-01-17
Singham Again,Indore,Carnival Cinemas,238,99,23562,2025-02-10,2025-02-19
Sam Bahadur,Mumbai,Carnival Cinemas,535,62,33170,2024-11-26,2024-12-06
Pushpa 2,Ahmedabad,INOX,207,199,41193,2024-10-30,2024-11-19
Yodha,Lucknow,Cinepolis,422,40,16880,2024-10-21,2024-11-01
War 2,Chennai,Wave Cinemas,414,58,24012,2024-10-26,2024-11-22
Fighter,Chennai,PVR,377,126,47502,2024-12-16,2025-01-07
Yodha,Pune,Miraj Cinemas,585,179,104715,2024-10-31,2024-11-28
Metro In Dino,Bangalore,Miraj Cinemas,241,158,38078,2025-01-22,2025-01-29
Merry Christmas,Lucknow,PVR,247,59,14573,2025-01-22,2025-02-11
Singham Again,Indore,Wave Cinemas,599,75,44925,2024-11-10,2024-11-30
Animal,Lucknow,PVR,591,42,24822,2025-01-03,2025-01-20
Merry Christmas,Indore,Carnival Cinemas,585,152,88920,2024-11-26,2024-12-08
Guntur Kaaram,Pune,INOX,391,187,73117,2024-11-17,2024-12-09
Metro In Dino,Mumbai,Cinepolis,507,164,83148,2024-12-06,2024-12-13
Guntur Kaaram,Hyderabad,INOX,520,184,95680,2024-11-27,2024-12-26
Bade Miyan Chote Miyan,Indore,Carnival Cinemas,470,15,7050,2025-01-06,2025-02-03
Animal,Jaipur,Miraj Cinemas,378,48,18144,2024-12-25,2025-01-17
Sam Bahadur,Hyderabad,Miraj Cinemas,355,172,61060,2025-01-17,2025-02-08
Stree 2,Hyderabad,Wave Cinemas,438,159,69642,2025-02-08,2025-02-24
Bade Miyan Chote Miyan,Pune,Cinepolis,180,144,25920,2024-10-25,2024-11-17
The Crew,Lucknow,Miraj Cinemas,599,114,68286,2024-10-24,2024-11-05
Tiger 3,Mumbai,Wave Cinemas,230,168,38640,2024-12-17,2024-12-27
Pushpa 2,Mumbai,PVR,226,145,32770,2024-11-22,2024-12-11
Metro In Dino,Chennai,Wave Cinemas,415,176,73040,2025-02-03,2025-02-24
Bhool Bhulaiyaa 3,Bhopal,Cinepolis,407,174,70818,2024-12-12,2024-12-26
Sam Bahadur,Lucknow,INOX,368,104,38272,2024-12-04,2024-12-30
Metro In Dino,Mumbai,Carnival Cinemas,222,100,22200,2024-11-22,2024-12-09
Bhool Bhulaiyaa 3,Lucknow,Miraj Cinemas,230,31,7130,2024-12-17,2024-12-28
Mr. and Mrs. Mahi,Indore,Miraj Cinemas,275,89,24475,2024-11-05,2024-11-19
The Crew,Bhopal,Wave Cinemas,580,100,58000,2025-01-22,2025-02-12
Bhool Bhulaiyaa 3,Mumbai,PVR,323,46,14858,2025-01-02,2025-01-24
Sam Bahadur,Hyderabad,Wave Cinemas,253,75,18975,2024-11-29,2024-12-23
Chandu Champion,Indore,INOX,469,50,23450,2024-12-16,2025-01-02
Emergency,Mumbai,PVR,283,87,24621,2024-10-16,2024-11-03
Merry Christmas,Kolkata,Wave Cinemas,588,27,15876,2024-11-25,2024-12-04
Sam Bahadur,Lucknow,PVR,428,77,32956,2025-02-03,2025-02-23
Animal,Indore,Miraj Cinemas,332,77,25564,2024-12-01,2024-12-11
Merry Christmas,Ahmedabad,INOX,205,147,30135,2024-10-30,2024-11-27
Jigra,Delhi,Carnival Cinemas,359,76,27284,2024-11-12,2024-11-23
The Diplomat,Bhopal,Carnival Cinemas,342,199,68058,2024-12-29,2025-01-27
Stree 2,Bangalore,Carnival Cinemas,385,166,63910,2025-01-10,2025-01-20
Salaar,Chennai,INOX,369,33,12177,2024-11-06,2024-11-13
Sam Bahadur,Bhopal,Miraj Cinemas,554,53,29362,2025-01-27,2025-02-24
The Crew,Chennai,Wave Cinemas,296,16,4736,2024-12-30,2025-01-25
Sam Bahadur,Jaipur,Wave Cinemas,462,120,55440,2025-01-04,2025-01-16
War 2,Ahmedabad,Carnival Cinemas,549,113,62037,2024-10-31,2024-11-18
Pushpa 2,Chennai,PVR,499,158,78842,2024-12-16,2025-01-05
Jigra,Bangalore,Miraj Cinemas,220,32,7040,2024-10-22,2024-11-16
Guntur Kaaram,Lucknow,Cinepolis,599,195,116805,2024-11-26,2024-12-06
Metro In Dino,Bangalore,PVR,591,10,5910,2024-12-04,2024-12-19
Tiger 3,Hyderabad,Wave Cinemas,225,146,32850,2024-10-16,2024-11-01
Fighter,Lucknow,PVR,248,58,14384,2024-11-14,2024-12-06
Sam Bahadur,Bangalore,INOX,243,147,35721,2024-10-29,2024-11-18
Stree 2,Hyderabad,Carnival Cinemas,501,200,100200,2025-01-30,2025-02-28
Bhool Bhulaiyaa 3,Delhi,Miraj Cinemas,339,87,29493,2024-11-14,2024-12-07
Fighter,Delhi,INOX,236,67,15812,2025-01-05,2025-02-01
Jigra,Mumbai,Wave Cinemas,323,21,6783,2024-12-14,2025-01-01
The Diplomat,Kolkata,INOX,422,121,51062,2024-12-24,2025-01-23
Metro In Dino,Jaipur,Wave Cinemas,598,144,86112,2024-11-08,2024-11-30
Chandu Champion,Kolkata,INOX,472,52,24544,2025-01-27,2025-02-06
Sam Bahadur,Bhopal,Cinepolis,231,58,13398,2025-01-29,2025-02-18
Metro In Dino,Indore,Carnival Cinemas,318,115,36570,2024-11-02,2024-11-25
Chandu Champion,Mumbai,Cinepolis,246,45,11070,2024-11-05,2024-11-21
Tiger 3,Chandigarh,Cinepolis,352,94,33088,2024-12-16,2024-12-27
Singham Again,Kolkata,INOX,330,40,13200,2024-10-10,2024-11-03
Jigra,Jaipur,Carnival Cinemas,457,140,63980,2024-12-08,2024-12-27
Bade Miyan Chote Miyan,Kolkata,INOX,243,92,22356,2024-11-01,2024-11-09
Guntur Kaaram,Jaipur,Miraj Cinemas,245,186,45570,2025-02-06,2025-02-17
Sam Bahadur,Chandigarh,INOX,283,36,10188,2024-12-29,2025-01-10
Stree 2,Ahmedabad,Miraj Cinemas,367,46,16882,2025-01-08,2025-01-31
War 2,Pune,Wave Cinemas,337,174,58638,2025-01-15,2025-02-09
Mr. and Mrs. Mahi,Indore,Wave Cinemas,510,130,66300,2024-12-16,2024-12-24
Merry Christmas,Mumbai,Carnival Cinemas,560,54,30240,2024-10-18,2024-11-14
Sam Bahadur,Jaipur,Miraj Cinemas,193,147,28371,2024-10-26,2024-11-08
Pushpa 2,Chandigarh,Miraj Cinemas,366,175,64050,2024-12-26,2025-01-07
Bade Miyan Chote Miyan,Delhi,INOX,199,150,29850,2024-11-10,2024-11-18
Dunki,Hyderabad,Wave Cinemas,534,183,97722,2024-12-13,2024-12-26
Dunki,Bangalore,PVR,268,176,47168,2025-01-12,2025-02-06
Mr. and Mrs. Mahi,Bhopal,Carnival Cinemas,448,124,55552,2024-10-24,2024-11-18
The Crew,Hyderabad,Miraj Cinemas,490,45,22050,2025-02-03,2025-02-26
Tiger 3,Mumbai,Carnival Cinemas,425,128,54400,2024-12-25,2025-01-12
Yodha,Lucknow,Cinepolis,517,90,46530,2024-10-12,2024-11-01
Chandu Champion,Hyderabad,Wave Cinemas,572,16,9152,2024-11-26,2024-12-03
Dunki,Indore,Wave Cinemas,538,51,27438,2024-11-21,2024-12-07
Fighter,Bangalore,Miraj Cinemas,459,193,88587,2024-11-28,2024-12-10
War 2,Hyderabad,Carnival Cinemas,469,78,36582,2024-12-20,2025-01-06
Fighter,Jaipur,Carnival Cinemas,333,161,53613,2024-11-29,2024-12-10
Mr. and Mrs. Mahi,Delhi,INOX,453,27,12231,2025-02-03,2025-02-10
Guntur Kaaram,Pune,Miraj Cinemas,227,31,7037,2024-12-23,2025-01-05
Bhool Bhulaiyaa 3,Lucknow,INOX,450,108,48600,2025-02-10,2025-02-18
Yodha,Kolkata,Cinepolis,531,98,52038,2024-12-23,2025-01-04
Salaar,Jaipur,Carnival Cinemas,383,59,22597,2024-10-17,2024-11-08
Emergency,Bhopal,Carnival Cinemas,302,70,21140,2024-10-17,2024-11-05
Singham Again,Chennai,Wave Cinemas,298,51,15198,2025-02-08,2025-02-20
The Diplomat,Chennai,INOX,180,158,28440,2024-10-28,2024-11-05
Animal,Lucknow,Wave Cinemas,593,161,95473,2024-12-17,2025-01-03
Jigra,Indore,Carnival Cinemas,492,144,70848,2024-12-22,2025-01-15
Sam Bahadur,Indore,INOX,559,200,111800,2024-10-04,2024-11-02
Bhool Bhulaiyaa 3,Chennai,Cinepolis,287,152,43624,2025-01-27,2025-02-11
Mr. and Mrs. Mahi,Kolkata,Carnival Cinemas,449,29,13021,2024-12-26,2025-01-06
Pushpa 2,Pune,PVR,474,140,66360,2025-02-12,2025-02-25
Guntur Kaaram,Indore,Wave Cinemas,395,31,12245,2024-10-27,2024-11-09
Tiger 3,Bhopal,Cinepolis,338,185,62530,2025-01-15,2025-01-24
Animal,Lucknow,INOX,510,94,47940,2024-12-25,2025-01-23
Animal,Bhopal,PVR,469,177,83013,2024-10-18,2024-11-15
Pushpa 2,Pune,Cinepolis,362,54,19548,2024-12-25,2025-01-21
Mr. and Mrs. Mahi,Mumbai,PVR,331,80,26480,2024-11-07,2024-11-30
Stree 2,Indore,Wave Cinemas,574,199,114226,2025-02-11,2025-02-19
Chandu Champion,Indore,Wave Cinemas,288,73,21024,2024-11-22,2024-12-07
Jigra,Bhopal,PVR,250,49,12250,2024-11-09,2024-12-09
Bade Miyan Chote Miyan,Ahmedabad,INOX,586,71,41606,2024-12-30,2025-01-13
Emergency,Mumbai,Carnival Cinemas,393,60,23580,2024-10-20,2024-11-05
The Crew,Indore,INOX,339,83,28137,2025-02-08,2025-02-25
Merry Christmas,Delhi,PVR,403,155,62465,2024-11-03,2024-11-14
Pushpa 2,Pune,Cinepolis,470,200,94000,2024-11-19,2024-11-30
War 2,Delhi,PVR,487,98,47726,2025-01-04,2025-01-25
Guntur Kaaram,Hyderabad,PVR,508,99,50292,2024-12-13,2024-12-21
Singham Again,Kolkata,Wave Cinemas,259,173,44807,2024-11-04,2024-11-20
Emergency,Indore,Cinepolis,207,28,5796,2024-12-09,2025-01-01
Chandu Champion,Mumbai,INOX,452,139,62828,2024-11-15,2024-12-15
Fighter,Lucknow,Miraj Cinemas,524,126,66024,2024-11-06,2024-12-06
Tiger 3,Bangalore,INOX,523,167,87341,2024-12-25,2025-01-23
Fighter,Hyderabad,Cinepolis,374,162,60588,2024-12-20,2025-01-17
Stree 2,Delhi,Carnival Cinemas,458,119,54502,2025-02-06,2025-02-16
The Crew,Hyderabad,PVR,488,32,15616,2024-12-29,2025-01-22
Singham Again,Lucknow,Miraj Cinemas,294,18,5292,2024-12-31,2025-01-29
The Crew,Bangalore,Miraj Cinemas,403,153,61659,2024-12-26,2025-01-25
Emergency,Chandigarh,Miraj Cinemas,225,149,33525,2024-12-18,2025-01-15
Tiger 3,Bangalore,Wave Cinemas,373,78,29094,2024-10-17,2024-11-14
Animal,Hyderabad,Cinepolis,496,33,16368,2025-01-23,2025-02-20
Pushpa 2,Kolkata,INOX,356,186,66216,2024-10-28,2024-11-08
Sam Bahadur,Hyderabad,Cinepolis,197,43,8471,2024-10-20,2024-11-08
Mr. and Mrs. Mahi,Indore,Miraj Cinemas,323,186,60078,2024-11-17,2024-12-16
The Diplomat,Chennai,Cinepolis,182,25,4550,2025-01-25,2025-02-02
The Diplomat,Bangalore,Miraj Cinemas,518,94,48692,2024-12-12,2025-01-05
Pushpa 2,Chandigarh,PVR,252,116,29232,2024-11-27,2024-12-26
Fighter,Ahmedabad,PVR,388,54,20952,2024-12-10,2024-12-30
Jigra,Kolkata,Carnival Cinemas,358,159,56922,2025-02-04,2025-02-20
Tiger 3,Bhopal,PVR,364,106,38584,2025-01-07,2025-01-14
Sam Bahadur,Jaipur,Cinepolis,410,156,63960,2024-10-17,2024-11-10
Metro In Dino,Delhi,PVR,358,119,42602,2025-02-06,2025-02-22
Dunki,Delhi,Cinepolis,361,28,10108,2025-01-30,2025-02-08
Tiger 3,Lucknow,Wave Cinemas,456,163,74328,2025-01-02,2025-01-20
Guntur Kaaram,Chandigarh,INOX,270,107,28890,2024-11-11,2024-11-28
Singham Again,Delhi,Carnival Cinemas,383,63,24129,2024-10-20,2024-11-15
Guntur Kaaram,Ahmedabad,PVR,454,29,13166,2024-12-21,2025-01-16
Bhool Bhulaiyaa 3,Lucknow,Miraj Cinemas,255,174,44370,2024-11-05,2024-11-14
Yodha,Indore,Wave Cinemas,343,186,63798,2024-11-10,2024-12-02
The Diplomat,Pune,PVR,415,139,57685,2024-12-31,2025-01-29
Singham Again,Chennai,PVR,212,166,35192,2024-11-16,2024-11-30
Emergency,Indore,Miraj Cinemas,269,179,48151,2024-12-08,2025-01-05
The Diplomat,Indore,INOX,368,186,68448,2025-01-26,2025-02-07
Merry Christmas,Mumbai,Cinepolis,358,34,12172,2024-12-13,2024-12-20
Mr. and Mrs. Mahi,Lucknow,INOX,339,74,25086,2024-11-04,2024-11-22
The Crew,Hyderabad,Miraj Cinemas,219,77,16863,2024-11-11,2024-12-09
The Diplomat,Kolkata,PVR,421,178,74938,2025-01-15,2025-02-11
Salaar,Bhopal,INOX,423,47,19881,2025-01-26,2025-02-24
Jigra,Chandigarh,Cinepolis,225,125,28125,2025-01-01,2025-01-27
Jigra,Hyderabad,INOX,450,113,50850,2024-10-29,2024-11-23
Singham Again,Hyderabad,Carnival Cinemas,203,108,21924,2025-01-06,2025-01-31
Sam Bahadur,Delhi,INOX,300,22,6600,2025-02-09,2025-02-19
The Crew,Kolkata,Cinepolis,196,82,16072,2024-12-21,2024-12-31
Bade Miyan Chote Miyan,Chandigarh,Wave Cinemas,554,161,89194,2025-02-06,2025-02-22
Emergency,Mumbai,INOX,374,49,18326,2024-12-04,2024-12-14
Bade Miyan Chote Miyan,Pune,Miraj Cinemas,551,176,96976,2024-11-02,2024-11-22
Chandu Champion,Chennai,Cinepolis,348,146,50808,2025-01-31,2025-02-23
Mr. and Mrs. Mahi,Bangalore,Miraj Cinemas,475,154,73150,2024-11-13,2024-12-03
Chandu Champion,Chennai,Carnival Cinemas,536,97,51992,2024-12-07,2025-01-05
Merry Christmas,Pune,Miraj Cinemas,403,81,32643,2024-11-23,2024-11-30
Animal,Ahmedabad,Carnival Cinemas,525,105,55125,2024-10-30,2024-11-09
Fighter,Bhopal,PVR,247,70,17290,2024-11-07,2024-11-15
The Diplomat,Delhi,Wave Cinemas,459,50,22950,2024-12-20,2025-01-02
Merry Christmas,Lucknow,Carnival Cinemas,409,93,38037,2024-10-27,2024-11-19
Bade Miyan Chote Miyan,Chennai,Cinepolis,267,91,24297,2024-10-11,2024-11-05
Dunki,Chandigarh,INOX,583,154,89782,2024-11-28,2024-12-25
Sam Bahadur,Chennai,PVR,473,31,14663,2024-12-31,2025-01-18
Bade Miyan Chote Miyan,Chennai,Cinepolis,333,60,19980,2024-11-13,2024-11-24
Salaar,Delhi,Cinepolis,498,125,62250,2025-02-01,2025-02-12
Mr. and Mrs. Mahi,Indore,INOX,507,24,12168,2025-01-03,2025-01-13
Singham Again,Bhopal,Wave Cinemas,469,196,91924,2024-12-13,2024-12-28
Yodha,Hyderabad,Wave Cinemas,274,191,52334,2024-12-07,2025-01-04
Emergency,Kolkata,Cinepolis,224,13,2912,2024-11-07,2024-11-19
Tiger 3,Chandigarh,INOX,586,54,31644,2025-01-19,2025-01-30
Chandu Champion,Chennai,Miraj Cinemas,231,152,35112,2024-12-29,2025-01-14
The Crew,Lucknow,Cinepolis,443,161,71323,2024-11-02,2024-11-27
Emergency,Hyderabad,Miraj Cinemas,551,18,9918,2024-10-31,2024-11-12
Jigra,Jaipur,Miraj Cinemas,239,69,16491,2024-10-11,2024-11-09
Salaar,Lucknow,PVR,278,82,22796,2024-12-29,2025-01-10
Dunki,Chandigarh,Wave Cinemas,541,26,14066,2024-10-30,2024-11-25
The Diplomat,Hyderabad,Miraj Cinemas,526,166,87316,2025-02-04,2025-02-22
Bhool Bhulaiyaa 3,Kolkata,INOX,285,117,33345,2025-02-17,2025-02-26
The Crew,Hyderabad,Cinepolis,320,68,21760,2025-02-18,2025-02-25
Pushpa 2,Hyderabad,Carnival Cinemas,306,41,12546,2024-11-26,2024-12-07
Yodha,Bangalore,Cinepolis,214,199,42586,2024-12-26,2025-01-18
Guntur Kaaram,Mumbai,Miraj Cinemas,484,83,40172,2024-10-17,2024-11-04
Singham Again,Bangalore,Carnival Cinemas,330,130,42900,2025-02-02,2025-02-19
Jigra,Indore,PVR,446,192,85632,2025-01-20,2025-01-27
War 2,Lucknow,PVR,512,166,84992,2024-11-08,2024-12-04
Emergency,Jaipur,INOX,365,91,33215,2025-02-11,2025-02-27
Animal,Jaipur,INOX,450,185,83250,2024-12-23,2025-01-05
Singham Again,Hyderabad,Miraj Cinemas,307,48,14736,2025-01-30,2025-02-12
Salaar,Delhi,INOX,589,33,19437,2025-01-17,2025-01-27
Fighter,Mumbai,Miraj Cinemas,383,33,12639,2025-02-01,2025-02-26
Chandu Champion,Ahmedabad,Carnival Cinemas,450,178,80100,2024-11-29,2024-12-24
The Crew,Jaipur,PVR,371,165,61215,2024-11-14,2024-11-23
Guntur Kaaram,Indore,Miraj Cinemas,312,182,56784,2024-10-20,2024-11-10
Sam Bahadur,Jaipur,PVR,378,96,36288,2025-02-17,2025-02-28
Yodha,Chandigarh,PVR,479,41,19639,2024-12-29,2025-01-22
Guntur Kaaram,Bangalore,PVR,574,61,35014,2024-11-10,2024-12-10
Yodha,Kolkata,Carnival Cinemas,580,166,96280,2024-12-20,2025-01-09
Singham Again,Chandigarh,Carnival Cinemas,283,68,19244,2024-10-30,2024-11-13
Sam Bahadur,Pune,INOX,290,148,42920,2024-12-02,2024-12-12
Jigra,Bangalore,INOX,442,143,63206,2025-01-06,2025-01-31
Pushpa 2,Pune,INOX,559,103,57577,2024-11-24,2024-12-10
The Diplomat,Pune,Wave Cinemas,478,20,9560,2024-12-25,2025-01-08
Singham Again,Ahmedabad,Miraj Cinemas,525,110,57750,2024-11-19,2024-12-01
War 2,Hyderabad,INOX,329,179,58891,2025-01-29,2025-02-19
